time,"Einspritzdruck, Ist","Schneckenvolumen, Ist","Auswerferweg, Ist","Einspritzstrom, Ist","Werkzeuggeschwindigkeit, Ist","Auswerfergeschwindigkeit, Ist","Werkzeugkraft, Ist","Werkzeugweg, Ist","Druckmesssystem 3, Ist","Temperaturmesssystem 5, Ist",id
3.35,20.79,12.81,0.12,-3.14,0.0,0.0,117.28,-0.02,-0.64,31.2,2
3.4,20.99,12.98,0.12,-3.29,0.0,0.0,117.28,-0.02,-0.64,31.3,2
3.45,21.09,13.15,0.11,-3.47,0.0,0.0,117.28,-0.02,-0.64,31.4,2
3.5,20.19,13.33,0.12,-3.47,0.0,0.61,117.28,-0.02,-0.64,31.2,2
3.55,19.3,13.5,0.11,-3.44,0.0,0.0,117.28,-0.02,-0.64,31.2,2
3.6,19.89,13.67,0.11,-3.38,-0.95,0.0,117.28,-0.02,-0.64,31.3,2
3.65,20.39,13.84,0.12,-3.41,0.0,-0.61,117.28,-0.02,-0.64,31.4,2
3.7,19.99,14.01,0.11,-3.38,0.0,-0.61,117.28,-0.02,-0.64,31.3,2
3.75,19.5,14.19,0.12,-3.38,0.0,-0.31,117.17,-0.04,-0.64,31.4,2
3.8,20.59,14.36,0.12,-3.41,0.0,0.0,117.28,-0.02,-0.64,31.3,2
3.85,20.09,14.53,0.11,-3.47,0.0,0.0,117.39,-0.02,-0.64,31.4,2
3.9,19.7,14.71,0.12,-3.47,0.0,0.31,117.28,-0.02,-0.64,31.4,2
3.95,19.6,14.88,0.11,-3.5,0.0,0.0,117.28,-0.02,-0.64,31.4,2
4.0,20.29,15.06,0.12,-3.47,0.0,0.0,117.17,-0.02,-0.64,31.3,2
4.05,20.29,15.23,0.12,-3.47,0.0,-0.31,117.28,-0.02,-0.64,31.3,2
4.1,19.89,15.4,0.11,-3.41,0.0,-0.31,117.28,-0.02,-0.64,31.3,2
4.15,19.89,15.58,0.12,-3.44,0.0,0.0,117.17,-0.02,-0.64,31.5,2
4.2,20.39,15.75,0.12,-3.44,0.0,0.31,117.28,-0.02,-0.64,31.4,2
4.25,20.29,15.92,0.11,-3.47,0.0,0.0,117.28,-0.02,-0.64,31.4,2
4.3,21.88,16.1,0.12,-3.5,0.0,0.0,117.28,-0.02,-0.64,31.3,2
4.35,19.2,16.28,0.11,-3.56,0.0,0.31,117.28,-0.02,-0.64,31.1,2
4.4,19.5,16.45,0.12,-3.41,0.0,0.0,117.28,-0.02,-0.64,31.3,2
4.45,2.19,16.55,0.12,-0.72,0.0,0.31,117.06,-0.02,-0.64,31.2,2
4.5,-36.31,17.09,0.12,-16.09,0.0,0.31,117.06,-0.02,-0.64,31.3,2
4.55,-34.62,18.06,0.12,-19.51,0.0,0.0,117.17,-0.02,-0.64,31.4,2
4.6,-13.33,18.49,0.12,-2.51,0.0,0.0,117.17,-0.02,-0.64,31.4,2
4.65,-5.97,18.5,0.01,-0.03,0.0,-0.61,117.06,-0.02,-0.64,31.3,2
4.7,-4.58,18.5,0.03,0.0,-0.95,-0.31,116.84,-0.02,-0.64,31.4,2
4.75,-4.08,18.5,0.04,0.0,0.0,0.31,116.84,-0.02,-0.64,31.3,2
4.8,-3.78,18.5,0.05,0.0,0.0,0.31,116.73,-0.02,-0.64,31.3,2
4.85,-3.58,18.5,0.05,0.0,0.0,0.31,116.62,-0.02,-0.64,31.3,2
4.9,-3.38,18.5,0.05,0.0,0.0,0.31,116.73,-0.02,-0.64,31.4,2
4.95,-3.28,18.5,0.05,0.0,0.0,-0.31,116.62,-0.02,-0.64,31.1,2
5.0,-3.28,18.5,0.05,0.0,0.0,0.0,116.73,-0.02,-0.64,31.2,2
5.05,-3.08,18.5,0.05,0.0,0.0,-0.31,116.62,-0.02,-0.64,31.3,2
5.1,-2.98,18.5,0.05,0.0,0.95,0.31,117.62,-0.02,-0.64,31.4,2
5.15,-2.88,18.5,0.05,0.0,0.0,0.0,105.46,-0.02,-0.64,31.4,2
5.2,-2.59,18.5,0.1,0.0,-0.95,0.31,42.45,0.02,-0.64,31.4,2
5.25,-2.19,18.5,0.1,0.0,0.0,-0.31,1.88,0.06,-0.64,31.5,2
5.3,-2.29,18.5,0.1,0.0,-1.91,0.31,-0.11,0.08,-0.64,31.3,2
5.35,-2.59,18.5,0.1,0.0,-2.86,0.61,0.11,0.21,-0.64,31.4,2
5.4,-2.39,18.5,0.1,0.0,-3.81,-0.31,0.11,0.4,-0.64,31.5,2
5.45,-2.59,18.5,0.11,0.0,-4.77,0.0,0.11,0.61,-0.64,31.2,2
5.5,-2.59,18.5,0.1,0.0,-5.72,0.31,0.22,0.88,-0.64,31.1,2
5.55,-2.39,18.5,0.1,0.0,-6.68,-0.31,0.33,1.18,-0.64,31.3,2
5.6,-2.29,18.5,0.1,0.0,-7.63,0.31,0.22,1.53,-0.64,31.3,2
5.65,-2.39,18.5,0.11,0.0,-8.58,0.61,0.33,1.96,-0.64,31.5,2
5.7,-2.29,18.5,0.1,0.0,-10.49,-0.31,0.33,2.42,-0.64,31.3,2
5.75,-2.29,18.5,0.11,0.0,-11.44,0.0,0.33,2.98,-0.64,31.5,2
5.8,-2.29,18.5,0.1,0.0,-12.4,0.0,0.33,3.59,-0.64,31.2,2
5.85,-2.39,18.5,0.1,0.0,-13.35,-0.61,0.44,4.27,-0.64,31.0,2
5.9,-2.19,18.5,0.1,0.0,-15.26,-0.31,0.44,5.04,-0.64,31.3,2
5.95,-2.09,18.5,0.11,0.0,-17.17,-0.31,0.44,5.87,-0.64,31.4,2
6.0,-1.99,18.5,0.11,0.0,-19.07,-0.31,0.33,6.81,-0.64,31.4,2
6.05,-1.99,18.5,0.11,0.0,-20.98,0.0,0.44,7.84,-0.64,31.3,2
6.1,-2.29,18.5,0.11,0.0,-22.89,0.31,0.33,8.96,-0.64,31.4,2
6.15,-2.19,18.5,0.11,0.0,-25.75,0.0,0.33,10.2,-0.64,31.4,2
6.2,-2.09,18.5,0.11,0.0,-27.66,-0.31,0.44,11.54,-0.64,31.4,2
6.25,-2.29,18.5,0.1,0.0,-29.56,0.31,0.33,12.97,-0.64,31.4,2
6.3,-1.99,18.5,0.1,0.0,-31.47,0.0,0.33,14.53,-0.64,31.4,2
6.35,-1.89,18.5,0.1,0.0,-34.33,0.0,0.33,16.23,-0.64,31.4,2
6.4,-2.09,18.5,0.11,0.0,-36.24,-0.31,0.22,18.02,-0.64,31.5,2
6.45,-2.29,18.5,0.1,0.0,-40.06,0.0,0.33,19.97,-0.64,31.4,2
6.5,-2.09,18.5,0.1,0.0,-41.96,0.31,0.33,22.03,-0.64,31.2,2
6.55,-2.09,18.5,0.11,0.0,-44.82,0.31,0.22,24.22,-0.64,31.4,2
6.6,-1.99,18.5,0.1,0.0,-46.73,-0.31,0.33,26.55,-0.64,31.3,2
6.65,-2.39,18.5,0.1,0.0,-49.59,-0.61,0.33,28.99,-0.64,31.3,2
6.7,-2.19,18.5,0.1,0.0,-52.45,0.61,0.33,31.55,-0.64,31.2,2
6.75,-2.09,18.5,0.11,0.0,-54.36,0.61,0.33,34.26,-0.64,31.2,2
6.8,-2.09,18.5,0.11,0.0,-57.22,0.31,0.33,37.1,-0.64,31.2,2
6.85,-2.19,18.5,0.1,0.0,-61.04,0.0,0.22,40.11,-0.64,31.3,2
6.9,-1.39,18.5,0.1,0.0,-144.96,0.0,0.0,45.87,-0.64,31.2,2
6.95,-2.19,18.5,0.11,0.0,-322.35,-0.31,-0.33,59.51,-0.64,31.3,2
7.0,-2.09,18.5,0.11,0.0,-563.64,0.31,-1.11,84.29,-0.64,31.4,2
7.05,-1.49,18.5,0.1,0.0,-869.78,0.31,-1.33,123.68,-0.64,31.1,2
7.1,-2.19,18.5,0.11,0.0,-1062.43,0.31,0.11,175.41,-0.64,31.4,2
7.15,-0.99,18.5,0.1,0.0,-896.48,0.0,0.55,223.2,-0.64,31.4,2
7.2,-1.39,18.5,0.1,0.0,-667.59,0.0,0.33,259.66,-0.64,31.4,2
7.25,-1.09,18.5,0.11,0.0,-444.43,0.31,0.55,284.93,-0.64,31.4,2
7.3,-1.49,18.5,0.12,0.0,-194.56,0.31,0.44,298.05,-0.64,31.3,2
7.35,-1.79,18.5,0.11,0.0,-5.72,-0.31,-0.11,300.05,-0.64,31.3,2
7.4,-1.59,18.5,0.1,0.0,0.0,0.0,-0.11,300.05,-0.64,31.3,2
7.45,-1.59,18.5,2.0,0.0,0.0,57.37,-0.11,300.09,-0.64,31.4,2
7.5,-1.69,18.5,6.68,0.0,0.0,106.81,0.0,300.09,-0.64,31.3,2
7.55,-1.69,18.5,13.81,0.0,0.0,155.03,-0.11,300.09,-0.64,31.4,2
7.6,-1.79,18.5,17.52,0.0,0.0,37.84,0.0,300.09,-0.64,31.4,2
7.65,-1.49,18.5,19.45,0.0,0.0,43.64,-0.11,300.09,-0.64,31.4,2
7.7,-1.99,18.5,20.89,0.0,0.0,17.4,0.0,300.09,-0.64,31.3,2
7.75,-1.89,18.5,20.84,0.0,0.0,0.0,-0.11,300.09,-0.64,31.4,2
7.8,-1.69,18.5,20.85,0.0,0.0,0.0,0.0,300.09,-0.64,31.3,2
7.85,-1.69,18.5,20.84,0.0,0.0,-0.31,0.0,300.09,-0.64,31.4,2
7.9,-1.69,18.5,20.84,0.0,0.0,0.0,0.0,300.09,-0.64,31.3,2
7.95,-1.69,18.5,20.84,0.0,0.0,0.31,-0.11,300.09,-0.64,31.3,2
8.0,-1.59,18.5,20.84,0.0,0.0,-0.31,0.0,300.09,-0.64,31.4,2
8.05,-1.69,18.5,20.84,0.0,0.0,-0.31,0.0,300.09,-0.64,31.5,2
8.1,-1.69,18.5,20.84,0.0,0.0,0.0,-0.11,300.09,-0.64,31.3,2
8.15,-1.59,18.5,20.84,0.0,0.0,0.61,-0.11,300.09,-0.64,31.3,2
8.2,-1.69,18.5,20.84,0.0,0.0,0.31,0.0,300.09,-0.64,31.4,2
8.25,-1.59,18.5,20.84,0.0,0.0,0.0,0.0,300.09,-0.64,31.3,2
8.3,-1.59,18.5,20.84,0.0,0.0,-0.61,0.0,300.09,-0.64,31.2,2
8.35,-1.59,18.5,20.84,0.0,0.0,0.0,0.0,300.09,-0.64,31.1,2
8.4,-1.79,18.5,20.84,0.0,0.0,0.31,0.0,300.09,-0.64,31.5,2
8.45,-1.69,18.5,20.84,0.0,0.0,-0.31,0.0,300.09,-0.64,31.2,2
8.5,-1.59,18.5,20.84,0.0,0.0,0.0,0.0,300.09,-0.64,31.5,2
8.55,-1.69,18.5,20.84,0.0,0.0,0.0,0.0,300.09,-0.64,31.4,2
8.6,-1.69,18.5,20.84,0.0,0.0,0.31,0.0,300.09,-0.64,31.3,2
8.65,-1.89,18.5,20.84,0.0,0.0,0.31,0.0,300.09,-0.64,31.3,2
8.7,-1.69,18.5,20.84,0.0,-0.95,-0.31,0.0,300.09,-0.64,31.3,2
8.75,-1.69,18.5,20.85,0.0,0.0,0.0,0.0,300.09,-0.64,31.2,2
8.8,-1.69,18.5,20.69,0.0,0.0,-3.97,-0.11,300.09,-0.64,31.4,2
8.85,-1.69,18.5,14.14,0.0,0.0,-164.49,0.0,300.09,-0.64,31.2,2
8.9,-1.69,18.5,6.45,0.0,0.0,-141.91,0.0,300.09,-0.64,31.3,2
8.95,-1.59,18.5,2.83,0.0,0.0,-43.95,-0.11,300.09,-0.64,31.2,2
9.0,-1.69,18.5,1.23,0.0,0.0,-33.88,0.0,300.09,-0.64,31.4,2
9.05,-1.69,18.5,0.06,0.0,0.0,-0.31,0.0,300.09,-0.64,31.4,2
9.1,-1.59,18.5,0.06,0.0,0.0,0.31,0.0,300.09,-0.64,31.3,2
9.15,-1.59,18.5,0.07,0.0,0.0,0.31,0.0,300.09,-0.64,31.4,2
9.2,-1.59,18.5,0.09,0.0,0.0,-0.31,0.0,300.09,-0.64,31.3,2
9.25,-1.79,18.5,0.07,0.0,0.0,-0.31,0.0,300.09,-0.64,31.3,2
9.3,-1.59,18.5,0.09,0.0,0.0,0.31,0.0,300.09,-0.64,31.4,2
9.35,-1.59,18.5,0.08,0.0,0.0,-0.31,0.0,300.09,-0.64,31.3,2
9.4,-1.59,18.5,0.07,0.0,0.0,-0.31,0.0,300.09,-0.64,31.4,2
9.45,-1.69,18.5,0.07,0.0,0.0,0.31,-0.11,300.09,-0.64,31.3,2
9.5,-1.59,18.5,0.07,0.0,0.0,-0.31,0.0,300.09,-0.64,31.4,2
9.55,-1.59,18.5,0.09,0.0,0.0,-0.31,0.0,300.09,-0.64,31.4,2
9.6,-1.69,18.5,0.07,0.0,0.0,0.31,-0.11,300.09,-0.64,31.2,2
9.65,-1.59,18.5,0.07,0.0,0.0,0.0,0.0,300.09,-0.64,31.3,2
9.7,-1.79,18.5,0.08,0.0,0.0,0.0,0.0,300.09,-0.64,31.3,2
0.0,-0.3,18.5,-0.03,0.0,-0.95,-0.31,119.38,-0.04,0.0,31.1,3
0.05,49.44,18.01,-0.04,17.66,-0.95,-0.31,119.16,-0.02,0.0,31.4,3
0.1,74.31,17.03,-0.04,19.81,0.0,0.61,118.72,-0.02,0.0,31.2,3
0.15,149.41,16.03,-0.04,19.87,0.0,0.0,118.72,-0.02,0.0,31.0,3
0.2,152.0,15.04,-0.01,19.9,0.0,0.31,118.5,-0.04,0.0,31.3,3
0.25,160.85,14.04,0.02,19.87,0.0,0.92,118.5,-0.02,0.11,31.3,3
0.3,172.29,13.05,0.04,19.87,0.0,0.31,118.28,-0.04,0.11,31.4,3
0.35,200.94,12.05,0.04,19.87,0.0,0.0,118.17,-0.02,0.21,31.2,3
0.4,220.14,11.06,0.09,19.9,0.0,1.53,118.28,-0.02,0.21,31.3,3
0.45,391.43,10.06,0.12,19.84,0.0,0.0,118.28,-0.02,0.21,31.3,3
0.5,464.95,9.07,0.12,19.93,0.0,0.61,118.28,-0.02,0.32,31.3,3
0.55,490.01,8.07,0.12,19.87,0.0,0.31,118.17,-0.02,0.32,31.2,3
0.6,496.98,7.08,0.11,19.9,0.0,0.31,118.17,-0.02,0.43,31.3,3
0.65,519.66,6.08,0.13,19.87,0.0,0.31,118.28,-0.02,0.54,31.2,3
0.7,395.11,5.35,0.11,4.32,0.0,0.31,118.61,-0.02,0.64,31.3,3
0.75,173.98,5.85,0.12,-1.72,0.0,0.0,118.17,-0.02,0.54,31.3,3
0.8,182.83,5.7,0.12,2.36,0.0,-0.31,118.28,-0.02,0.43,31.2,3
0.85,-13.13,6.3,0.05,-14.58,0.0,-0.31,117.95,-0.02,0.43,31.2,3
0.9,-2.69,6.65,0.0,-4.68,0.0,-0.61,117.73,-0.02,0.32,31.2,3
0.95,8.26,6.78,-0.04,-1.87,0.0,-0.92,117.73,-0.02,0.32,31.2,3
1.0,10.15,6.82,-0.02,-0.42,0.0,0.31,117.62,-0.02,0.21,31.2,3
1.05,11.14,6.83,0.01,0.0,0.0,0.31,117.5,-0.02,0.21,31.3,3
1.1,11.14,6.83,0.02,0.0,0.0,0.31,117.39,-0.02,0.21,31.3,3
1.15,26.86,6.83,0.02,0.0,0.0,0.61,117.39,-0.02,0.11,31.3,3
1.2,32.63,6.91,0.02,-2.51,0.0,0.0,117.39,-0.02,0.11,31.2,3
1.25,23.38,7.1,0.01,-4.08,0.0,0.0,117.5,-0.02,0.11,31.4,3
1.3,17.61,7.3,0.04,-3.74,0.0,0.61,117.5,-0.02,0.11,31.2,3
1.35,17.91,7.46,0.04,-3.11,0.0,0.0,117.5,-0.02,0.0,31.4,3
1.4,20.09,7.61,0.05,-2.96,0.0,0.31,117.5,-0.02,0.0,31.4,3
1.45,21.19,7.77,0.09,-3.11,0.0,2.44,117.62,-0.02,0.0,31.2,3
1.5,20.79,7.93,0.12,-3.32,0.0,0.31,117.62,-0.02,0.0,31.2,3
1.55,19.89,8.1,0.12,-3.32,0.0,0.0,117.62,-0.02,0.0,31.2,3
1.6,19.8,8.27,0.12,-3.32,0.0,-0.61,117.5,-0.02,0.0,31.2,3
1.65,20.39,8.43,0.12,-3.32,0.0,0.0,117.73,-0.04,0.0,31.4,3
1.7,19.8,8.6,0.12,-3.29,0.0,0.61,117.62,-0.02,0.0,31.3,3
1.75,20.19,8.77,0.11,-3.26,0.0,0.31,117.73,-0.02,0.0,31.2,3
1.8,19.7,8.93,0.13,-3.26,0.0,-0.31,117.62,-0.02,0.0,31.3,3
1.85,20.39,9.09,0.11,-3.26,0.0,0.0,117.62,-0.02,0.0,31.4,3
1.9,19.89,9.26,0.12,-3.32,0.0,-0.31,117.5,-0.02,0.0,31.4,3
1.95,20.49,9.43,0.11,-3.35,0.0,-0.31,117.5,-0.02,0.0,31.2,3
2.0,19.8,9.6,0.12,-3.35,0.0,-0.31,117.73,-0.02,0.0,31.3,3
2.05,20.69,9.77,0.12,-3.38,0.0,0.31,117.62,-0.02,0.0,31.2,3
2.1,20.19,9.94,0.11,-3.41,0.0,0.0,117.62,-0.02,0.0,31.4,3
2.15,19.89,10.11,0.11,-3.41,0.0,0.0,117.62,-0.02,0.0,31.1,3
2.2,20.39,10.28,0.12,-3.35,-0.95,0.0,117.62,-0.02,0.0,31.2,3
2.25,19.5,10.45,0.12,-3.32,0.0,-0.31,117.5,-0.02,0.0,31.2,3
2.3,19.99,10.62,0.12,-3.35,0.0,0.0,117.5,-0.02,0.0,31.2,3
2.35,20.49,10.79,0.12,-3.35,0.0,0.0,117.5,-0.02,0.0,31.4,3
2.4,19.5,10.96,0.12,-3.41,0.0,0.61,117.62,-0.02,0.0,31.5,3
2.45,20.39,11.13,0.11,-3.38,0.0,0.0,117.62,-0.02,0.0,31.2,3
2.5,20.29,11.3,0.12,-3.41,0.0,-0.61,117.62,-0.02,0.0,31.1,3
2.55,19.5,11.47,0.12,-3.38,0.0,0.0,117.62,-0.02,-0.64,31.2,3
2.6,20.29,11.64,0.12,-3.38,0.0,0.0,117.5,-0.02,-0.64,31.2,3
2.65,20.19,11.81,0.12,-3.35,0.0,-0.92,117.62,-0.02,-0.64,31.4,3
2.7,19.6,11.98,0.12,-3.41,0.0,0.0,117.5,-0.02,-0.64,31.2,3
2.75,20.49,12.15,0.12,-3.38,0.0,0.0,117.5,-0.02,-0.64,31.4,3
2.8,19.8,12.32,0.12,-3.38,0.0,0.0,117.5,-0.02,-0.64,31.4,3
2.85,20.39,12.49,0.12,-3.35,0.0,0.61,117.5,-0.02,-0.64,31.3,3
2.9,20.59,12.66,0.13,-3.38,0.0,0.0,117.5,-0.02,-0.64,31.3,3
2.95,19.89,12.83,0.12,-3.44,0.0,-0.31,117.62,-0.02,-0.64,31.4,3
3.0,19.89,13.0,0.12,-3.44,0.0,-0.31,117.5,-0.02,-0.64,31.2,3
3.05,20.49,13.18,0.12,-3.41,0.0,0.31,117.39,-0.02,-0.64,31.2,3
3.1,20.19,13.35,0.12,-3.41,0.0,0.31,117.39,-0.02,-0.64,31.2,3
3.15,19.7,13.52,0.12,-3.41,0.0,-0.31,117.5,-0.02,-0.64,31.4,3
3.2,20.49,13.69,0.11,-3.38,0.0,-0.31,117.39,-0.04,-0.64,31.3,3
3.25,20.09,13.86,0.12,-3.38,0.0,0.31,117.5,-0.02,-0.64,31.5,3
3.3,19.99,14.03,0.12,-3.41,0.0,0.31,117.5,-0.02,-0.64,31.3,3
3.35,20.49,14.21,0.12,-3.41,0.0,0.0,117.39,-0.02,-0.64,31.6,3
3.4,20.29,14.38,0.12,-3.38,0.0,0.0,117.5,-0.02,-0.64,31.5,3
3.45,19.5,14.55,0.12,-3.47,0.0,-0.31,117.5,-0.02,-0.64,31.4,3
3.5,20.09,14.72,0.12,-3.41,0.0,0.0,117.39,-0.02,-0.64,31.2,3
3.55,20.49,14.9,0.12,-3.41,0.0,0.61,117.62,-0.02,-0.64,31.4,3
3.6,19.7,15.07,0.12,-3.41,0.0,0.0,117.39,-0.02,-0.64,31.2,3
3.65,19.8,15.24,0.12,-3.41,0.0,-0.31,117.62,-0.02,-0.64,31.5,3
3.7,20.49,15.41,0.12,-3.35,0.0,0.31,117.5,-0.02,-0.64,31.3,3
3.75,19.89,15.58,0.12,-3.38,0.0,0.61,117.5,-0.02,-0.64,31.3,3
3.8,20.49,15.76,0.11,-3.5,-0.95,0.0,117.39,-0.04,-0.64,31.1,3
3.85,20.19,15.93,0.12,-3.53,0.0,0.0,117.39,-0.02,-0.64,31.3,3
3.9,20.49,16.11,0.12,-3.5,0.0,0.31,117.39,-0.02,-0.64,31.3,3
3.95,19.99,16.28,0.12,-3.47,0.0,0.0,117.5,-0.02,-0.64,31.4,3
4.0,19.8,16.46,0.12,-3.44,-0.95,0.0,117.5,-0.02,-0.64,31.4,3
4.05,1.99,16.55,0.12,-0.94,0.0,0.31,117.28,-0.02,-0.64,31.3,3
4.1,-36.11,17.1,0.11,-16.52,0.0,-0.31,117.28,-0.02,-0.64,31.3,3
4.15,-33.52,18.06,0.12,-19.42,0.0,0.31,117.39,-0.02,-0.64,31.3,3
4.2,-12.43,18.49,0.12,-2.17,0.0,0.31,117.28,-0.02,-0.64,31.4,3
4.25,-4.97,18.5,0.02,-0.03,0.0,-0.31,117.28,-0.02,-0.64,31.3,3
4.3,-4.08,18.5,0.03,0.0,0.0,0.0,117.17,-0.02,-0.64,31.3,3
4.35,-3.68,18.5,0.04,0.0,0.0,-0.31,116.95,-0.02,-0.64,31.4,3
4.4,-3.38,18.5,0.05,0.0,0.0,0.31,116.95,-0.02,-0.64,31.1,3
4.45,-3.28,18.5,0.05,0.0,0.0,0.61,116.95,-0.02,-0.64,31.4,3
4.5,-2.88,18.5,0.05,0.0,0.0,0.0,116.95,-0.02,-0.64,31.1,3
4.55,-2.88,18.5,0.05,0.0,0.0,0.31,116.84,-0.02,-0.64,31.4,3
4.6,-2.88,18.5,0.05,0.0,0.0,0.61,116.84,-0.02,-0.64,31.4,3
4.65,-2.59,18.5,0.05,0.0,0.0,-0.31,116.95,-0.02,-0.64,31.4,3
4.7,-2.69,18.5,0.06,0.0,0.0,0.31,117.84,-0.02,-0.64,31.4,3
4.75,-2.49,18.5,0.07,0.0,0.0,0.31,105.46,-0.02,-0.64,31.3,3
4.8,-2.19,18.5,0.11,0.0,-0.95,0.31,42.45,0.02,-0.64,31.2,3
4.85,-2.09,18.5,0.11,0.0,0.0,-0.31,2.1,0.06,-0.64,31.2,3
4.9,-2.09,18.5,0.11,0.0,0.0,0.0,0.0,0.08,-0.64,31.0,3
4.95,-2.39,18.5,0.11,0.0,-2.86,-0.31,0.22,0.21,-0.64,31.5,3
5.0,-2.39,18.5,0.11,0.0,-3.81,0.0,0.22,0.38,-0.64,31.4,3
5.05,-2.29,18.5,0.1,0.0,-3.81,0.0,0.33,0.61,-0.64,31.2,3
5.1,-2.19,18.5,0.1,0.0,-5.72,-0.31,0.33,0.88,-0.64,31.3,3
5.15,-2.29,18.5,0.1,0.0,-6.68,0.0,0.44,1.18,-0.64,31.4,3
5.2,-2.09,18.5,0.1,0.0,-8.58,0.31,0.44,1.54,-0.64,31.5,3
5.25,-1.99,18.5,0.11,0.0,-8.58,0.0,0.44,1.96,-0.64,31.4,3
5.3,-1.99,18.5,0.11,0.0,-9.54,0.31,0.44,2.44,-0.64,31.2,3
5.35,-1.99,18.5,0.11,0.0,-10.49,-0.31,0.44,2.98,-0.64,31.3,3
5.4,-1.99,18.5,0.11,0.0,-12.4,-0.31,0.44,3.59,-0.64,31.2,3
5.45,-1.99,18.5,0.11,0.0,-13.35,0.31,0.44,4.27,-0.64,31.4,3
5.5,-1.99,18.5,0.1,0.0,-15.26,-0.31,0.33,5.04,-0.64,31.3,3
5.55,-1.99,18.5,0.1,0.0,-18.12,0.31,0.44,5.87,-0.64,31.3,3
5.6,-1.69,18.5,0.1,0.0,-19.07,0.0,0.44,6.81,-0.64,31.2,3
5.65,-1.79,18.5,0.1,0.0,-20.98,-0.31,0.33,7.84,-0.64,31.2,3
5.7,-2.09,18.5,0.1,0.0,-22.89,0.0,0.55,8.96,-0.64,31.4,3
5.75,-1.99,18.5,0.1,0.0,-25.75,0.0,0.44,10.19,-0.64,31.3,3
5.8,-1.99,18.5,0.11,0.0,-27.66,-0.31,0.44,11.54,-0.64,31.4,3
5.85,-1.99,18.5,0.1,0.0,-29.56,-0.31,0.55,12.97,-0.64,31.2,3
5.9,-1.89,18.5,0.11,0.0,-31.47,-0.31,0.44,14.53,-0.64,31.4,3
5.95,-1.99,18.5,0.1,0.0,-34.33,-0.31,0.44,16.23,-0.64,31.2,3
6.0,-1.99,18.5,0.1,0.0,-37.19,-0.31,0.33,18.02,-0.64,31.2,3
6.05,-1.79,18.5,0.1,0.0,-39.1,0.31,0.44,19.97,-0.64,31.3,3
6.1,-1.89,18.5,0.11,0.0,-41.96,-0.92,0.33,22.03,-0.64,31.3,3
6.15,-1.89,18.5,0.1,0.0,-43.87,0.31,0.33,24.22,-0.64,31.3,3
6.2,-1.99,18.5,0.12,0.0,-46.73,0.0,0.22,26.55,-0.64,31.3,3
6.25,-2.09,18.5,0.1,0.0,-49.59,0.31,0.44,28.99,-0.64,31.2,3
6.3,-2.09,18.5,0.11,0.0,-51.5,0.0,0.33,31.55,-0.64,31.2,3
6.35,-2.09,18.5,0.11,0.0,-54.36,0.0,0.44,34.26,-0.64,31.3,3
6.4,-1.99,18.5,0.1,0.0,-57.22,0.0,0.33,37.1,-0.64,31.3,3
6.45,-2.09,18.5,0.11,0.0,-60.08,0.31,0.33,40.11,-0.64,31.3,3
6.5,-1.49,18.5,0.11,0.0,-133.52,0.0,0.0,45.87,-0.64,31.4,3
6.55,-2.49,18.5,0.11,0.0,-305.19,0.0,-0.33,59.49,-0.64,31.3,3
6.6,-1.79,18.5,0.11,0.0,-541.7,0.31,-0.88,84.29,-0.64,31.3,3
6.65,-1.79,18.5,0.11,0.0,-844.03,0.31,-1.22,123.66,-0.64,31.3,3
6.7,-1.59,18.5,0.11,0.0,-1062.43,0.0,0.22,175.39,-0.64,31.4,3
6.75,-0.6,18.5,0.1,0.0,-915.56,0.0,0.44,223.19,-0.64,31.2,3
6.8,-1.19,18.5,0.1,0.0,-686.67,0.0,0.33,259.66,-0.64,31.4,3
6.85,-0.99,18.5,0.1,0.0,-463.5,-0.31,0.55,284.93,-0.64,31.2,3
6.9,-1.49,18.5,0.11,0.0,-216.49,-0.31,0.66,298.05,-0.64,31.2,3
6.95,-1.89,18.5,0.1,0.0,-13.35,0.31,0.0,300.05,-0.64,31.4,3
7.0,-1.69,18.5,0.11,0.0,0.0,0.92,0.0,300.05,-0.64,31.2,3
7.05,-1.49,18.5,2.02,0.0,-0.95,51.27,0.0,300.09,-0.64,31.2,3
7.1,-1.49,18.5,6.7,0.0,0.0,105.59,0.0,300.09,-0.64,31.2,3
7.15,-1.69,18.5,13.84,0.0,0.0,151.68,0.0,300.09,-0.64,31.1,3
7.2,-1.69,18.5,17.52,0.0,0.0,44.56,0.0,300.09,-0.64,31.2,3
7.25,-1.49,18.5,19.46,0.0,0.0,45.17,0.0,300.09,-0.64,31.4,3
7.3,-1.89,18.5,20.88,0.0,0.0,24.72,0.0,300.09,-0.64,31.3,3
7.35,-1.69,18.5,20.82,0.0,0.0,0.0,0.0,300.09,-0.64,31.4,3
7.4,-1.69,18.5,20.83,0.0,0.0,-0.61,0.0,300.09,-0.64,31.4,3
7.45,-1.69,18.5,20.81,0.0,0.0,-0.31,0.0,300.09,-0.64,31.0,3
7.5,-1.49,18.5,20.83,0.0,0.0,0.0,0.0,300.09,-0.64,31.5,3
7.55,-1.69,18.5,20.81,0.0,0.0,0.31,0.0,300.09,-0.64,31.2,3
7.6,-1.69,18.5,20.83,0.0,0.0,-0.61,0.0,300.09,-0.64,31.1,3
7.65,-1.69,18.5,20.83,0.0,0.0,0.31,0.0,300.09,-0.64,31.2,3
